zcta,JobsTotal1000,JobsAgriculture1000,JobsEntertainment1000,JobsConstruction1000,JobsHealthcare1000,JobsManufacturing1000,JobsProfessional1000,JobsRealestate1000,JobsTrade1000,JobsTransport1000,population,poverty,poverty_under18,poverty_18to65,poverty_over65,education,work_experience,working_fulltime,working_fulltime_poverty,y
42436,7,0,0,1,2,0,0,0,0,2,1000,57,0,57,0,743,839,17,0,0
42437,17,0,0,1,2,1,2,0,0,0,8580,2145,324,1734,87,5494,7319,720,114,1
42440,9,0,0,0,1,0,0,0,0,0,952,379,131,207,41,680,750,30,0,0
42441,13,0,0,1,4,0,0,0,0,2,1624,175,38,95,42,1079,1229,48,0,0
42442,11,0,0,1,0,0,1,0,0,0,2857,558,139,360,59,1954,2307,57,0,1
42445,24,0,0,1,3,0,3,0,0,0,11043,2413,822,1397,194,7597,8729,539,2,0
42450,16,0,0,0,2,0,2,0,1,1,3972,1238,516,566,156,2674,3125,137,0,0
42451,4,0,0,0,0,1,0,0,1,0,736,409,207,202,0,479,510,51,0,0
42452,12,0,0,2,0,1,0,0,0,1,2375,222,76,126,20,1657,1861,124,0,0
42453,9,0,0,1,0,0,0,0,0,0,504,125,52,68,5,345,433,2,0,0
42455,20,0,0,1,1,1,1,0,0,1,3052,376,183,167,26,2071,2338,171,30,0
42456,8,0,0,1,0,0,0,0,1,0,1334,152,31,77,44,997,1174,33,0,0
42458,4,0,0,0,0,1,0,0,0,0,1128,152,97,55,0,780,816,12,0,0
42459,16,0,0,2,0,0,1,0,0,1,4180,1010,400,522,88,2742,3203,273,22,1
42461,22,0,0,0,2,0,0,0,0,0,1055,269,65,161,43,819,880,44,9,1
42462,12,0,0,0,0,0,0,0,1,0,1165,119,18,83,18,729,908,29,3,0
42463,24,0,0,0,0,0,0,0,0,24,83,22,2,19,1,65,82,8,0,1
42464,8,0,0,0,0,1,0,0,0,1,1973,341,113,217,11,1425,1556,75,4,1
42501,41,0,0,1,4,1,8,1,1,0,17381,5996,1918,3549,529,11842,13902,984,136,0
42503,18,0,0,1,5,1,1,0,1,0,22926,4467,1170,2609,688,16098,18360,1430,217,0
42516,2,0,0,0,0,0,0,2,0,0,419,58,0,26,32,321,358,0,0,0
42518,13,0,0,1,0,0,0,0,1,0,2490,495,117,349,29,1809,2062,256,36,0
42519,9,0,0,0,0,0,0,0,0,0,3217,1122,164,824,134,2376,2718,157,0,0
42528,9,0,0,0,0,2,1,0,0,0,1533,457,187,248,22,1052,1193,39,0,0
42533,18,0,1,1,2,1,2,0,3,1,823,154,46,78,30,599,663,25,0,1
42539,18,0,0,1,2,2,1,0,1,0,9696,2195,605,1279,311,6769,7793,426,8,0
42541,9,0,0,0,1,3,1,0,0,0,629,124,22,73,29,417,477,39,0,0
42544,9,0,0,1,1,0,0,0,0,0,5523,855,238,413,204,4346,4789,255,0,0
42553,6,0,0,1,0,0,0,0,0,0,4949,1171,349,707,115,3479,3901,235,40,1
42565,11,0,0,4,0,2,0,0,0,0,433,131,0,78,53,349,382,5,5,0
42566,9,0,0,0,0,1,1,0,0,0,506,106,25,71,10,344,382,8,0,0
42567,7,0,0,1,0,1,0,0,0,0,6480,1677,462,1120,95,4343,4990,297,1,0
42602,18,0,0,1,2,1,2,0,1,0,9997,2225,630,1276,319,6878,7938,301,23,1
42603,76,0,0,76,0,0,0,0,0,0,13,5,0,5,0,13,13,0,0,0
42629,14,0,0,0,2,0,2,0,0,0,5235,1426,404,857,165,3695,4193,219,8,1
42631,14,0,0,0,0,0,0,0,0,0,67,0,0,0,0,67,67,0,0,0
42633,13,0,0,0,1,1,2,0,0,0,19567,5048,1378,3091,579,13758,15807,711,61,1
42634,2,0,0,0,2,0,0,0,0,0,1473,538,200,293,45,969,1111,15,0,0
42635,8,0,0,0,0,1,0,0,0,0,3384,1241,307,897,37,2182,2765,61,0,1
42638,10,0,0,0,0,0,0,0,0,0,190,94,61,33,0,129,129,0,0,0
42642,21,0,0,2,2,1,2,0,0,0,12121,3126,1034,1724,368,8553,9744,641,20,0
42647,7,0,0,0,0,1,0,0,0,0,3669,1335,354,822,159,2535,2916,154,16,1
42649,1,0,0,0,0,0,0,0,0,0,2852,1234,442,660,132,1730,2123,32,0,0
42653,22,0,0,0,4,0,3,0,0,0,4265,2293,635,1499,159,2988,3454,207,71,0
42701,30,0,0,2,6,1,4,1,0,0,49088,6436,2051,3483,902,32745,38519,3754,139,1
42712,10,0,0,2,1,0,2,0,0,0,1558,309,51,224,34,1131,1375,37,0,0
42713,8,0,0,1,1,1,0,0,0,0,1821,533,135,331,67,1192,1510,92,0,0
42715,6,0,0,0,0,0,0,0,3,0,322,149,67,82,0,218,266,0,0,0
42716,11,0,0,2,1,0,1,0,0,0,1491,143,52,74,17,1050,1183,32,0,1
42717,16,0,0,0,2,1,2,0,0,0,6636,1492,357,933,202,4665,5409,310,0,1
42718,25,0,1,2,3,1,4,0,0,0,23877,5904,2137,3204,563,15978,19053,1429,73,0
42721,14,0,0,2,1,0,1,0,0,0,3515,696,162,396,138,2452,2863,120,8,1
42722,10,0,2,0,0,0,0,0,0,0,459,40,7,26,7,353,380,8,0,0
42724,10,0,0,1,1,0,0,0,0,0,4721,570,192,346,32,3071,3628,276,0,0
42726,11,0,0,2,0,1,0,0,0,0,5103,1174,411,610,153,3460,3920,115,4,0
42728,18,0,0,1,2,1,2,0,0,1,15196,3283,906,1910,467,10637,12355,619,53,0
42729,7,0,0,2,0,1,0,0,0,0,1661,351,133,167,51,1076,1286,54,0,0
42732,11,0,0,2,3,1,1,0,0,0,1815,145,30,65,50,1334,1542,21,0,0
42733,2,0,0,0,0,0,0,0,0,0,1167,326,156,158,12,829,940,22,0,0
42740,17,0,0,4,0,0,0,0,1,0,1672,127,47,80,0,1224,1449,131,0,0
42741,3,0,1,0,0,0,1,0,0,0,616,299,135,150,14,366,448,33,0,1
42743,14,0,0,1,2,0,1,0,0,0,9257,1813,512,1009,292,6489,7460,305,39,0
42746,2,0,0,0,0,0,0,0,0,1,1908,443,117,286,40,1372,1540,66,11,1
42748,20,0,0,2,2,1,3,0,0,0,8503,1458,480,885,93,5981,7004,450,20,1
42749,17,0,0,0,2,1,2,0,0,0,5113,1487,488,796,203,3359,3835,182,4,0
42753,3,0,0,1,0,0,0,0,0,0,763,153,44,84,25,578,638,25,0,0
42754,22,0,0,2,3,0,3,0,0,0,15414,4165,1488,2412,265,10214,12091,759,0,0
42757,10,0,0,1,1,0,0,0,0,0,2923,439,103,277,59,2133,2409,169,5,0
42758,31,0,0,0,0,0,0,0,0,0,63,0,0,0,0,63,63,0,0,0
42762,22,0,0,0,0,8,0,0,2,5,356,37,0,22,15,231,255,7,0,0
42764,5,0,0,0,1,0,0,0,0,1,512,98,10,81,7,333,436,0,0,0
42765,24,0,0,1,3,1,3,0,0,0,5807,1182,314,679,189,3782,4450,262,13,1
42776,9,0,0,1,0,0,0,0,0,1,3283,992,523,466,3,1839,2312,141,14,1
42782,9,0,0,1,0,0,1,0,0,0,933,222,40,132,50,714,807,62,11,1
42784,14,0,0,3,1,0,1,0,0,0,2410,609,222,337,50,1667,1832,60,0,1
42788,4,0,0,0,0,0,0,0,0,0,237,0,0,0,0,139,187,0,0,0
43001,14,0,0,3,0,0,1,0,0,0,2916,153,19,102,32,2047,2290,118,11,0
43002,1,0,0,0,0,0,0,0,0,0,2858,15,0,15,0,2403,2666,1164,0,1
43003,12,0,0,1,1,1,0,0,0,1,2861,620,179,393,48,2076,2349,255,22,0
43004,8,0,0,0,0,0,1,0,0,0,25417,2588,907,1439,242,16968,18808,2827,85,1
43005,63,0,0,0,0,0,0,0,0,0,111,42,19,23,0,92,92,0,0,0
43006,13,0,0,6,0,4,0,0,0,0,611,93,37,42,14,456,499,39,0,1
43008,16,0,0,0,0,0,1,0,0,0,2506,539,248,282,9,1779,1859,229,0,1
43009,5,0,0,0,0,0,0,0,0,0,2155,111,44,50,17,1401,1577,122,0,0
43010,7,0,0,0,0,0,2,0,0,0,390,88,43,38,7,235,279,17,1,1
43011,13,0,0,2,1,0,1,0,0,0,8060,923,307,539,77,4975,6178,538,37,0
43013,17,1,2,5,0,1,2,0,1,0,999,62,10,48,4,818,892,78,15,0
43014,17,0,0,2,1,1,1,0,0,0,3514,513,174,252,87,2336,2791,177,0,0
43015,19,0,0,1,2,0,3,0,0,0,50399,3934,1096,2387,451,33407,38620,4085,118,0
43016,27,0,1,1,3,0,6,1,1,0,34648,1169,227,786,156,23897,27167,4846,63,0
43017,40,0,1,1,4,0,13,1,2,0,40313,2612,1005,1315,292,26260,29863,2791,20,0
43019,11,0,0,1,1,1,0,0,0,1,8949,1290,570,622,98,5831,6693,531,0,1
43021,12,0,0,2,0,0,2,0,0,0,12367,349,129,152,68,7977,9002,389,10,0
43022,11,0,0,1,1,0,0,0,1,0,2754,300,0,276,24,1942,2299,275,16,1
43023,24,0,1,1,3,0,6,1,0,0,10980,484,147,297,40,7533,8323,407,52,0
43025,25,0,0,2,0,5,1,0,1,3,5357,511,197,300,14,3728,4384,249,10,1
43026,20,0,1,1,2,0,3,1,1,0,59892,4433,1774,2416,243,39016,44660,5085,94,1
43028,6,0,0,0,0,0,0,0,0,0,8023,1045,391,513,141,5623,6251,305,29,0
43029,9,0,0,1,0,0,0,0,1,1,636,68,17,51,0,382,518,31,0,0
43031,18,0,0,2,1,1,2,0,0,0,12631,827,277,408,142,8879,10235,834,0,0
43032,29,0,0,0,0,0,0,0,7,0,137,82,25,57,0,58,100,8,0,0
43033,17,0,0,5,2,0,0,0,0,0,340,62,28,34,0,274,293,47,0,1
43035,23,0,1,2,2,0,4,0,1,0,26360,1391,702,672,17,15808,18348,1553,95,0
43036,4,0,0,0,0,0,0,0,0,0,250,60,18,42,0,176,189,8,0,0
43037,16,0,0,0,0,0,0,3,0,3,310,62,14,41,7,186,247,34,0,1
43040,20,0,0,1,2,0,3,0,0,1,29868,2207,521,1407,279,19441,22859,2475,76,1
43044,10,0,0,1,0,0,1,0,0,1,4915,300,90,199,11,3501,3903,346,0,0
43045,16,0,0,1,0,1,1,0,3,1,1651,94,22,57,15,1216,1412,67,0,1
43046,15,0,1,1,1,0,1,0,1,0,3817,210,31,155,24,2774,3229,190,0,0
43050,26,0,0,1,4,1,3,1,1,0,26561,4877,1643,2784,450,18490,21263,2122,56,0
43054,22,0,1,1,2,0,6,1,1,0,24165,492,161,301,30,15870,17439,2346,9,1
43055,18,0,0,1,2,0,2,0,0,0,60688,11925,4690,6573,662,40091,47576,4616,222,1
43056,24,0,0,1,1,1,3,0,0,0,17992,1985,525,1145,315,12980,14764,1099,28,0
43060,7,0,0,1,0,0,0,0,0,0,2618,104,25,62,17,1710,1957,136,0,0
43061,12,0,0,1,0,0,2,0,0,0,4265,228,102,84,42,3073,3418,202,0,0
43062,14,0,0,2,0,0,1,0,0,0,28280,1925,800,1029,96,19010,21944,2091,23,1
43064,27,0,0,5,0,2,3,0,3,0,13996,1225,692,476,57,9085,10187,823,24,0
43065,21,0,0,1,2,0,5,1,1,0,40879,1156,348,668,140,26357,29812,2406,6,1
43066,17,0,0,5,0,2,2,0,1,0,1369,41,0,41,0,1072,1235,127,0,0
43067,19,0,1,0,0,0,2,0,0,2,1351,135,22,65,48,928,1064,88,0,0
43068,17,0,0,0,2,0,2,0,0,0,53979,5558,2165,2883,510,34978,41937,5854,90,1
43070,68,0,6,0,0,6,6,0,0,20,146,0,0,0,0,99,115,0,0,0
43071,14,0,0,5,2,0,1,0,0,0,1954,195,91,84,20,1453,1705,72,0,1
43072,11,0,0,1,0,0,1,0,0,1,5772,415,111,285,19,4176,4943,201,3,0
43074,27,0,0,3,1,1,3,0,0,0,12371,597,193,352,52,8346,9380,663,27,0
43076,9,0,0,1,0,0,1,0,0,0,8312,709,158,415,136,6218,6940,419,22,0
43077,2,0,0,0,0,0,2,0,0,0,361,26,6,19,1,257,292,20,2,0
43078,19,0,0,1,1,1,2,0,0,0,19705,3168,1106,1856,206,13496,15937,1310,18,1
43080,12,0,0,0,0,0,1,0,0,0,5500,798,404,355,39,3684,4238,262,16,1
43081,22,0,0,1,3,0,5,0,1,0,56899,4220,1265,2501,454,40192,45274,6899,215,0
43082,23,0,0,1,2,0,6,1,1,0,31673,704,57,461,186,21408,24525,1244,48,0
43084,11,0,0,1,2,1,0,0,0,1,684,42,18,23,1,456,516,56,0,0
43085,37,0,1,1,5,1,11,2,1,0,24978,1254,445,676,133,17214,19106,2530,31,1
43101,13,0,0,0,0,0,3,0,0,3,289,76,28,43,5,200,233,9,0,1
43102,9,0,0,1,0,1,0,0,0,1,4851,427,83,296,48,3059,3820,237,7,0
43103,9,0,0,1,0,0,1,0,0,0,11415,980,442,459,79,7429,8713,542,0,1
43105,17,0,0,3,1,1,2,0,0,0,8094,680,337,273,70,5122,6140,287,0,1
43106,8,0,0,1,0,1,0,0,1,0,1631,366,134,218,14,1059,1239,95,0,1
43107,10,0,0,1,0,1,1,0,0,0,3753,576,77,414,85,2467,3010,215,0,1
43109,84,0,8,16,8,0,0,0,16,0,119,7,0,7,0,90,100,19,1,0
43110,12,0,0,1,1,0,1,0,0,0,37058,3281,1592,1459,230,23727,27568,3470,49,0
43111,11,0,0,2,0,0,0,0,0,0,350,58,0,10,48,195,294,4,0,1
43112,27,0,0,6,2,2,1,1,1,0,4390,155,25,97,33,3099,3591,192,0,0
43113,21,0,0,2,3,1,3,0,0,0,23149,3408,996,1995,417,16108,19044,1314,60,0
43115,6,0,0,0,1,0,1,0,0,0,1447,306,93,182,31,916,1110,52,0,1
43116,10,0,0,1,1,0,2,0,0,0,1736,34,4,16,14,998,1131,87,0,0
43119,6,0,0,1,0,0,0,0,0,0,28024,3530,1567,1892,71,18631,21254,2451,64,0
43123,18,0,0,1,2,0,1,0,1,1,61621,5990,2377,3092,521,42304,48160,4907,166,0
43125,23,0,0,2,1,0,2,1,2,4,13619,1019,310,606,103,10032,11151,2186,39,1
43126,8,0,2,0,0,0,0,0,2,0,455,77,24,46,7,329,359,20,0,1
43127,17,0,0,0,0,17,0,0,0,0,113,40,0,40,0,96,104,27,27,0
43128,58,0,0,1,0,1,0,1,1,1,2378,466,196,252,18,1458,1816,170,7,0
43130,22,0,0,1,3,1,3,1,0,0,57582,8972,2922,5409,641,40106,46329,3608,184,1
43135,12,0,0,1,0,0,1,0,0,0,4082,779,270,465,44,2847,3323,226,0,1
43136,37,0,1,1,3,0,0,3,0,1,557,25,0,18,7,372,422,54,0,1
43137,46,0,2,3,0,2,1,2,4,17,1892,383,120,234,29,1363,1577,157,7,0
43138,20,0,0,2,2,1,2,1,0,0,18114,3386,1141,1903,342,12214,14220,1021,12,1
43140,17,0,0,1,2,0,2,0,0,0,19473,2132,718,1211,203,13391,15524,1462,0,0
43142,7,0,0,0,0,0,0,0,0,0,140,23,0,22,1,73,90,7,2,0
43143,12,0,0,0,1,0,2,0,1,0,5198,658,249,327,82,3728,4251,382,4,0
43144,5,0,0,0,0,0,2,0,0,0,350,35,13,20,2,272,306,28,0,0
43145,10,0,0,0,0,1,1,0,1,0,1850,366,139,206,21,1200,1387,93,4,0
43146,10,0,0,2,0,0,0,0,0,1,8599,814,251,397,166,6075,6905,705,0,0
43147,16,0,0,1,2,0,3,1,0,0,39295,1566,453,1004,109,25643,30010,1947,31,0
43148,5,0,0,1,0,0,0,0,0,0,2509,411,189,202,20,1600,1957,71,0,0
43149,13,0,0,2,0,0,1,1,0,0,2735,213,59,144,10,1930,2224,181,0,1
43150,9,0,0,1,0,0,3,0,0,0,2005,313,173,125,15,1269,1464,60,0,0
43151,14,0,0,0,0,0,0,0,0,7,281,40,27,13,0,183,216,10,0,0
43152,15,1,0,0,0,2,0,3,0,1,780,295,152,124,19,541,585,6,6,0
43153,11,0,0,5,0,0,1,0,0,1,761,95,20,69,6,551,678,72,6,0
43154,7,0,0,4,0,0,0,0,0,0,3068,212,83,80,49,1993,2319,51,0,0
43155,13,0,0,1,0,0,1,0,0,2,2527,133,30,98,5,1748,2096,48,0,0
43156,15,0,0,0,5,0,0,0,0,0,193,9,1,8,0,127,170,18,0,0
43157,8,0,0,0,0,0,0,0,2,0,473,90,25,42,23,319,357,27,0,0
43158,22,0,0,8,0,4,0,0,0,0,227,35,0,35,0,173,196,8,0,1
43160,19,0,0,1,2,1,2,0,1,0,21512,4161,1575,2304,282,14911,17069,1671,36,0
43162,17,0,0,2,1,1,1,0,0,1,6753,560,182,323,55,4623,5387,371,9,1
43164,9,0,0,2,0,0,0,0,0,0,2011,292,98,178,16,1302,1551,78,11,1
43201,22,0,0,1,1,0,2,1,0,0,27773,14974,828,14072,74,11467,26423,5472,300,0
43202,13,0,0,0,0,0,1,0,0,0,21709,5860,210,5589,61,13630,19633,4654,140,0
43203,14,0,0,0,2,0,1,0,0,0,7496,3223,1173,1814,236,4725,5719,1100,67,1
43204,14,0,0,1,1,0,1,0,1,0,40690,11116,3947,6729,440,27772,32386,4677,47,1
43205,21,0,0,1,7,0,2,0,0,0,12309,4535,1589,2782,164,8293,9824,1831,179,1
43206,17,0,0,1,1,0,5,1,0,0,21687,5513,2227,3104,182,15591,18103,4354,47,1
43207,16,0,0,1,1,1,1,0,1,1,46914,11552,4147,6800,605,32099,37108,4366,84,1
43209,17,0,0,1,2,0,3,1,0,0,26694,3452,809,2261,382,18105,21235,3538,143,1
43210,90,0,1,0,21,0,10,0,2,0,683,280,57,223,0,493,556,12,0,0
43211,9,0,0,0,1,0,0,0,0,0,21807,9461,4385,4782,294,12650,15559,1413,93,1
43212,44,0,2,2,3,1,10,2,2,0,19375,1766,45,1630,91,14473,16899,5104,66,0
43213,28,0,0,0,6,0,3,1,1,0,32115,8091,3372,4240,479,21549,24867,4487,199,1
43214,31,0,0,1,8,0,5,1,0,0,25982,2159,396,1455,308,20025,22140,4102,85,0
43215,199,0,9,4,15,2,72,13,6,1,13233,2808,187,2348,273,10931,12865,6028,71,0
43217,16,0,0,0,0,0,0,1,3,8,2488,702,390,312,0,1298,1627,307,0,1
43219,43,0,1,2,3,1,5,1,3,2,28357,9338,4550,4281,507,17396,20579,2600,49,0
43220,31,0,1,1,4,0,8,2,0,0,26804,2012,311,1609,92,19291,21969,3763,89,0
43221,20,0,0,1,2,0,6,1,0,0,32241,2236,771,1321,144,22715,25363,3149,49,0
43222,45,0,0,5,16,2,1,1,1,1,3760,1430,499,841,90,2258,2677,433,40,1
43223,16,0,0,1,2,0,0,0,1,0,22962,7873,2780,4713,380,14954,17791,1695,95,0
43224,10,0,0,1,1,0,0,0,0,0,41319,11598,4018,6915,665,27856,32653,4667,326,0
43227,8,0,0,0,1,0,0,0,0,0,23332,6459,2865,3335,259,15212,17895,2154,96,0
43228,22,0,0,1,2,1,1,1,2,1,54480,13653,5991,7126,536,34091,40592,6711,190,1
43229,22,0,0,0,4,1,2,1,1,0,50461,10187,4154,5316,717,33803,38778,6173,157,0
43230,21,0,0,1,3,0,4,0,1,0,56012,3713,1358,2095,260,39254,44243,6779,79,0
43231,23,0,1,1,5,0,3,1,0,0,20219,3440,1325,1897,218,12993,15460,2272,74,0
43232,13,0,0,0,2,0,1,0,0,0,43103,9893,4117,5319,457,27109,32542,4823,122,1
43235,25,0,1,0,2,0,6,1,1,0,41665,3649,986,2227,436,30135,33791,5867,128,0
43240,141,0,4,2,8,1,23,4,2,1,4042,243,85,158,0,2811,3169,697,10,1
43302,21,0,0,1,3,1,2,0,0,0,47229,9309,3120,5508,681,32685,37861,2923,52,1
43310,13,0,0,2,0,2,1,0,0,0,3082,326,82,231,13,2136,2532,106,11,1
43311,24,0,1,1,3,0,3,1,1,0,18859,3047,1015,1740,292,12768,15036,1669,86,1
43314,8,0,0,1,0,1,0,0,0,0,3266,140,35,97,8,2241,2621,99,0,1
43315,8,0,0,1,1,0,1,0,0,0,6994,1123,288,800,35,4760,5614,392,15,0
43316,16,0,1,2,0,1,2,0,1,0,5927,428,120,268,40,3847,4555,436,17,0
43317,67,0,8,8,25,0,0,0,0,0,119,6,3,3,0,70,83,4,0,0
43318,6,0,0,0,0,0,0,0,0,0,4406,939,530,383,26,2608,3227,268,0,0
43319,55,0,1,4,0,5,18,4,1,7,854,18,0,0,18,721,740,75,0,0
43320,6,0,0,0,0,1,1,0,1,0,1935,97,26,66,5,1367,1592,28,5,0
43321,13,0,4,0,0,0,0,0,0,0,223,29,4,22,3,147,171,8,0,1
43322,20,0,0,0,0,2,2,0,0,0,349,38,6,30,2,243,273,11,0,0
43323,14,0,0,1,1,1,2,0,0,0,685,90,0,26,64,505,584,48,9,0
43324,16,0,0,2,1,1,1,0,2,0,2851,148,23,80,45,2002,2298,301,19,0
43326,20,0,0,1,2,1,3,0,0,0,13057,1994,584,1215,195,8608,10262,719,16,0
43330,33,0,0,0,8,0,0,0,8,0,120,4,0,4,0,87,103,17,0,0
43331,11,0,0,1,0,0,1,0,0,0,4406,677,239,406,32,3411,3841,476,35,0
43332,10,0,0,1,0,0,1,0,0,0,1678,269,143,112,14,1222,1377,122,0,1
43333,8,1,0,3,0,1,0,0,0,0,593,56,10,46,0,460,499,53,18,0
43334,8,0,0,2,0,0,0,0,0,0,6755,628,191,337,100,4851,5583,248,0,0
43337,7,0,0,0,0,0,1,0,0,0,1075,61,21,33,7,769,940,41,0,0
43338,19,0,0,1,2,0,2,0,0,0,9673,730,203,424,103,6535,7391,395,15,0
43340,6,0,0,0,0,0,0,0,0,0,2024,313,115,164,34,1137,1437,92,12,1
43341,4,0,0,0,0,0,0,0,0,0,1339,191,49,139,3,801,1073,58,0,1
43342,11,0,0,2,0,1,1,0,0,0,3105,198,60,109,29,2082,2446,145,0,0
43343,8,0,0,2,0,0,2,0,0,0,1234,144,63,79,2,736,955,23,0,0
43344,11,0,0,1,0,0,1,0,0,0,5572,633,200,325,108,3737,4462,409,37,0
43345,2,0,0,0,0,0,0,0,0,0,778,75,19,46,10,530,584,31,1,0
43347,7,0,0,2,0,0,0,0,0,0,1568,225,71,149,5,1015,1184,57,6,1
43348,32,0,0,0,1,2,4,1,0,0,1635,469,132,297,40,1160,1298,74,0,0
43351,31,0,0,2,3,2,4,1,1,0,10190,1414,366,857,191,7019,8134,720,81,1
43356,23,0,1,1,1,0,1,0,1,1,1224,96,50,38,8,928,998,87,0,0
43357,22,0,0,2,3,0,2,0,1,0,4055,143,20,88,35,2908,3231,193,0,0
43358,9,0,0,1,0,0,1,0,0,0,2531,212,45,155,12,1709,1981,240,0,1
43359,8,0,0,3,0,1,1,0,1,0,819,125,48,62,15,583,656,70,0,0
43360,9,0,2,1,0,0,0,0,0,0,1532,53,16,31,6,1127,1222,144,2,0
43402,22,0,0,1,3,1,3,1,0,0,32082,9559,824,8586,149,17170,27239,2884,543,0
43406,10,0,0,1,0,1,0,0,1,0,1752,275,145,128,2,1173,1409,87,0,0
43407,7,0,0,2,1,0,0,0,0,0,690,40,0,40,0,456,525,30,0,0
43408,5,0,0,2,0,0,0,0,2,0,337,46,16,28,2,216,244,14,0,0
43410,17,0,0,1,2,0,2,0,1,1,10460,1023,341,566,116,7251,8241,625,14,0
43412,9,0,1,0,0,0,1,0,1,1,4637,349,22,247,80,3321,3900,356,43,0
43413,10,0,0,1,0,0,0,0,1,1,1538,113,48,60,5,947,1185,31,0,0
43416,18,0,0,1,1,2,2,0,0,0,2827,405,77,282,46,1997,2266,85,3,0
43420,26,0,0,2,3,2,3,0,0,0,29561,4752,1529,2756,467,20452,23583,2372,89,0
43430,20,0,0,1,1,1,3,0,1,1,4654,387,147,203,37,3297,3781,262,22,0
43431,17,0,0,1,1,0,2,0,0,0,4459,550,238,289,23,2772,3515,295,3,0
43432,15,0,0,0,0,0,0,0,1,2,1263,0,0,0,0,1029,1149,19,0,0
43433,88,0,0,0,0,29,0,0,0,29,34,0,0,0,0,34,34,0,0,0
43435,12,0,0,1,1,1,0,0,0,1,1569,210,85,109,16,1211,1368,93,7,0
43437,1,0,0,0,0,0,0,0,0,0,532,95,35,56,4,332,410,28,2,1
43438,183,0,12,12,0,6,0,0,0,0,158,4,0,1,3,153,158,10,1,0
43439,44,0,0,0,0,0,0,0,0,0,45,0,0,0,0,37,41,8,0,0
43440,27,0,2,1,0,1,1,1,1,1,4832,651,275,300,76,3974,4215,293,0,0
43442,6,0,0,3,0,0,0,0,0,0,1327,210,89,120,1,845,1037,89,25,0
43443,12,0,0,2,0,1,1,0,0,0,1856,107,25,82,0,1251,1450,108,0,0
43445,18,0,0,5,0,1,0,0,0,0,1120,28,0,20,8,794,944,35,0,1
43446,88,0,0,19,0,0,0,9,0,9,102,0,0,0,0,90,94,9,0,0
43447,18,0,0,3,0,2,1,0,0,3,3349,158,37,64,57,2431,2727,231,0,0
43449,16,0,0,1,1,1,2,0,0,0,8413,1084,531,444,109,5835,6694,541,0,0
43450,18,0,0,1,1,1,2,0,2,0,3483,391,156,201,34,2389,2837,114,0,1
43451,18,0,0,1,0,0,1,1,0,4,1045,77,21,53,3,781,878,54,0,0
43452,33,0,2,2,4,1,4,2,0,0,13193,1494,364,996,134,9985,11270,1054,39,0
43456,202,0,11,13,0,4,4,18,4,6,440,37,3,23,11,372,412,41,0,0
43457,12,0,0,1,0,1,0,0,1,2,1326,188,75,88,25,940,1089,93,2,0
43458,3,0,0,0,0,0,0,0,0,1,503,86,23,60,3,289,343,36,2,0
43460,21,0,0,0,2,0,2,0,0,0,6477,421,86,307,28,4265,5212,721,36,1
43462,3,0,0,0,0,0,1,0,0,0,1271,117,50,54,13,823,946,134,13,0
43463,529,0,58,0,58,0,0,0,58,117,17,0,0,0,0,17,17,8,0,0
43464,11,0,0,0,0,0,1,0,0,1,1088,109,0,109,0,717,834,29,0,0
43465,16,0,0,1,0,1,1,1,2,1,5232,318,24,254,40,3819,4421,543,39,0
43466,14,0,0,3,0,0,1,0,0,1,2122,115,66,47,2,1470,1691,138,0,1
43467,22,0,0,0,0,0,0,0,0,11,88,15,10,4,1,44,61,3,0,0
43468,13,0,0,0,2,2,0,0,2,0,372,93,0,93,0,348,348,28,0,0
43469,18,0,0,1,1,1,1,0,0,1,3003,351,95,221,35,1989,2279,178,18,0
43501,7,0,0,1,0,1,1,0,0,1,761,138,56,82,0,534,630,34,0,1
43502,35,0,1,2,4,4,4,1,2,1,6696,744,340,326,78,4197,4995,367,0,0
43504,8,0,0,0,1,0,0,0,1,0,1301,95,8,79,8,931,1088,72,2,1
43505,60,0,0,15,0,0,15,0,0,0,66,3,1,2,0,52,59,12,0,0
43506,28,0,0,1,3,3,4,0,1,0,14091,2235,867,1080,288,9878,11123,1015,25,1
43511,12,0,0,2,2,0,1,0,1,0,866,97,8,68,21,659,741,29,0,0
43512,23,0,0,1,2,0,3,0,0,0,27061,3990,1337,2410,243,18661,21754,2075,116,0
43515,15,0,0,2,1,1,1,0,1,0,8929,816,279,454,83,5932,7017,352,21,1
43516,15,0,0,1,1,1,1,0,0,1,2914,363,146,209,8,1946,2263,208,22,0
43517,18,0,0,2,1,3,1,0,1,0,3964,476,163,240,73,2788,3168,316,38,0
43518,12,0,0,1,0,1,0,0,1,0,2602,348,124,165,59,1802,2049,222,3,1
43519,3,0,0,0,0,0,0,0,0,0,301,31,21,10,0,141,197,20,0,0
43521,15,0,0,2,0,2,0,0,0,1,2862,572,222,298,52,1920,2201,178,6,0
43522,21,0,0,2,1,3,0,0,2,1,2934,326,130,183,13,2218,2540,155,0,0
43524,14,0,0,1,0,0,1,0,1,1,1143,134,62,70,2,771,921,37,0,1
43525,5,0,0,0,0,0,1,0,0,0,1422,31,8,23,0,838,958,57,0,0
43526,20,0,0,1,1,1,2,0,1,0,5619,591,216,295,80,3837,4394,313,0,1
43527,16,0,0,1,0,1,1,0,1,2,1908,152,47,102,3,1383,1526,93,0,1
