zcta,JobsTotal1000,JobsAgriculture1000,JobsEntertainment1000,JobsConstruction1000,JobsHealthcare1000,JobsManufacturing1000,JobsProfessional1000,JobsRealestate1000,JobsTrade1000,JobsTransport1000,population,poverty,poverty_under18,poverty_18to65,poverty_over65,education,work_experience,working_fulltime,working_fulltime_poverty,y
1966,26,0,1,3,1,0,3,0,0,0,7098,368,72,189,107,5580,6046,426,0,0
1969,35,0,0,5,2,3,3,0,2,1,6015,292,85,120,87,4262,4793,225,0,0
1970,28,0,1,2,3,0,5,1,0,0,40877,6227,1695,3937,595,29162,34194,5294,244,0
1982,19,0,1,2,2,0,4,0,0,0,7973,736,273,437,26,5311,6009,267,31,0
1983,38,0,1,5,2,2,9,1,3,0,6313,87,0,78,9,4430,5092,263,0,0
1984,24,0,1,3,1,0,4,1,1,0,3595,95,24,53,18,2414,2862,132,5,1
1985,15,0,0,3,0,0,3,0,0,0,4482,208,70,109,29,3077,3501,122,0,0
2019,24,0,0,3,0,1,2,0,1,0,16677,584,171,252,161,12001,13771,1447,0,0
2021,42,0,1,5,4,2,7,1,3,1,22228,1417,393,680,344,15755,17626,1601,26,0
2025,34,0,2,2,2,0,6,1,1,0,8258,386,170,176,40,5577,6267,224,0,1
2026,38,0,1,3,4,0,7,1,1,0,24202,1144,185,670,289,17380,19762,1793,36,0
2030,20,0,0,2,2,0,7,1,0,0,5864,36,0,36,0,3730,4427,164,0,0
2032,33,0,0,5,1,1,5,1,1,0,4070,277,73,188,16,3039,3319,274,12,0
2035,35,0,2,3,3,0,6,1,2,1,17306,963,91,668,204,12290,13893,1314,14,0
2038,26,0,0,3,2,1,4,1,2,0,31810,1322,356,810,156,21059,24505,1666,0,0
2043,38,0,1,2,3,0,9,1,2,0,22610,1193,388,595,210,15665,17607,723,22,0
2045,14,0,1,1,0,0,2,0,0,0,10437,472,94,325,53,8408,9246,1180,0,0
2047,127,0,0,21,0,0,21,42,0,0,47,0,0,0,0,33,47,0,0,0
2048,25,0,0,2,1,1,4,0,2,0,23527,613,104,444,65,15638,18397,1728,50,0
2050,21,0,1,3,2,0,3,0,0,0,25948,1921,545,997,379,18044,20789,1387,20,0
2052,24,0,0,2,2,0,5,0,1,0,12470,313,96,143,74,7918,9136,317,0,1
2053,23,0,1,3,2,1,3,0,0,0,13022,625,193,327,105,8579,10168,698,0,0
2054,24,0,1,3,1,0,2,0,1,0,8055,375,63,299,13,5730,6529,567,0,1
2056,25,0,0,5,2,0,5,0,1,0,9346,415,129,245,41,6114,7130,295,10,0
2061,57,0,2,5,7,0,15,1,2,0,10645,376,59,241,76,7117,8036,161,0,0
2062,43,0,1,3,8,1,7,1,2,0,28538,2334,599,1377,358,20772,23543,2991,16,0
2066,21,0,1,3,1,0,3,0,0,0,17802,685,149,388,148,12409,13919,637,0,0
2067,21,0,0,1,3,0,5,0,1,0,17986,345,103,155,87,12001,13572,488,0,0
2071,13,0,0,7,0,0,0,0,0,0,1162,29,15,14,0,816,918,17,0,0
2072,32,0,0,4,2,1,5,1,2,1,27891,2274,668,1210,396,20244,23165,1925,34,0
2081,30,0,0,5,2,1,5,0,2,0,19375,437,42,183,212,13314,15203,1112,0,1
2090,31,0,0,3,3,0,7,1,2,0,15339,277,95,108,74,10538,11794,569,0,0
2093,37,0,0,4,2,0,4,0,1,0,11240,555,89,325,141,7396,8801,653,15,0
2108,316,0,15,2,11,4,125,13,7,0,3677,336,0,256,80,3141,3280,1046,9,0
2109,352,0,18,4,7,2,175,20,6,1,3919,485,0,357,128,3409,3630,1459,0,0
2110,873,0,50,6,21,6,501,48,24,6,2124,193,0,136,57,1870,2012,689,0,0
2111,158,0,8,1,16,2,46,6,4,1,6527,1628,120,1139,369,5289,5865,1059,14,0
2113,24,0,0,0,1,0,2,0,0,0,7484,791,0,657,134,6187,7188,3527,23,1
2114,56,0,3,0,7,0,15,3,1,0,12380,1874,80,1568,226,10011,11497,4477,85,1
2115,36,0,2,0,2,0,4,4,0,0,16636,6260,668,4783,809,10879,15319,3707,128,1
2116,102,0,5,1,6,0,30,8,1,0,20386,2506,251,1648,607,17273,18758,5927,61,1
2118,31,0,1,0,3,0,6,2,2,0,25929,6728,1330,4487,911,19459,22108,5320,87,0
2119,16,0,0,1,3,0,1,0,0,0,26739,8215,2257,4738,1220,17556,21648,2642,157,0
2120,13,0,0,0,4,0,1,1,0,0,13104,5876,1097,4420,359,6550,11332,1437,48,0
2121,6,0,0,0,1,0,0,0,0,0,27977,9884,3822,5146,916,16989,21464,1594,17,0
2122,22,0,0,2,3,0,2,1,0,0,24436,5066,1160,3472,434,16837,19709,2852,247,0
2124,10,0,0,1,1,0,0,0,0,0,52764,11459,4189,6234,1036,34970,41470,4547,32,0
2125,12,0,0,1,1,0,1,0,0,0,36190,9118,2332,6204,582,24285,29751,5572,218,1
2126,7,0,0,0,1,0,0,0,0,0,29219,6070,2324,3236,510,20415,23652,2078,27,0
2127,18,0,0,1,1,0,3,1,0,0,36015,6108,1703,3707,698,28619,31600,12068,112,1
2128,16,0,0,0,0,0,1,0,0,2,46046,8836,2913,5141,782,31912,37383,6918,244,0
2129,27,0,1,1,1,1,6,1,1,1,18142,3445,1316,1777,352,13808,15015,4402,22,1
2130,17,0,0,0,3,0,2,1,0,0,37884,6509,1482,4377,650,28978,32449,8900,99,1
2131,13,0,0,1,1,0,1,0,0,0,31726,4137,1398,2358,381,22716,25709,3865,63,1
2132,18,0,0,1,2,0,3,0,0,0,27744,1627,443,783,401,20913,22648,2485,25,0
2134,30,0,1,1,2,0,3,3,0,0,17486,5103,131,4758,214,11253,16541,5029,62,0
2135,17,0,0,1,2,0,2,1,0,0,40026,8907,895,6683,1329,29045,36258,10904,258,1
2136,14,0,0,1,1,0,1,0,0,0,31423,3414,1305,1872,237,20865,24898,2182,0,0
2138,44,0,2,1,5,0,10,1,1,0,26744,3242,223,2700,319,20819,23407,4784,83,0
2139,36,0,2,0,3,0,11,2,0,0,30612,4269,743,3021,505,23562,26976,8456,91,1
2140,26,0,1,0,2,0,7,1,0,0,19567,2878,655,1829,394,14939,16899,3191,25,0
2141,35,0,3,0,2,0,8,1,1,0,13040,2216,121,1869,226,9594,11632,3384,69,0
2142,234,0,23,0,9,4,119,9,14,0,2301,328,25,294,9,1835,2070,570,0,0
2143,24,0,1,1,2,1,3,1,0,0,26760,3999,666,2766,567,21063,24143,8375,52,0
2144,18,0,0,1,2,0,4,0,0,0,24102,2965,422,2362,181,18644,22016,7814,129,1
2145,15,0,0,1,1,0,1,0,0,0,25874,3297,840,2165,292,18945,22326,4519,36,1
2148,16,0,0,1,1,0,1,0,0,0,60659,9300,1967,6158,1175,43512,50423,6238,100,0
2149,17,0,0,2,1,0,1,0,1,0,44221,6471,2096,3872,503,29440,35481,3949,207,1
2150,18,0,0,1,2,0,1,0,2,1,37735,7272,2597,4033,642,24752,28859,4124,96,0
2151,15,0,0,2,1,0,1,0,0,0,52945,6957,1942,4006,1009,38773,44005,5983,129,1
2152,14,0,0,2,1,0,1,0,0,0,18007,1669,354,1018,297,13589,14913,2239,15,0
2155,21,0,0,2,2,0,3,0,0,0,55005,5747,839,4214,694,40599,47375,8008,74,1
2163,27,0,1,0,0,0,5,0,0,0,1036,320,34,286,0,912,912,102,0,0
2169,28,0,1,2,4,0,5,1,0,0,55536,6535,1374,3986,1175,41646,47099,7634,140,0
2170,13,0,0,2,1,0,1,0,0,0,19074,1288,167,883,238,14097,16551,2484,0,0
2171,22,0,1,2,1,0,4,1,0,0,17753,1700,269,1116,315,13685,15420,2535,15,0
2176,18,0,0,2,3,0,3,0,0,0,27533,1034,258,547,229,20049,22313,2713,0,0
2180,28,0,0,3,4,0,5,0,0,0,21709,1036,171,575,290,16484,18318,2119,39,0
2184,41,0,1,4,3,0,8,1,1,1,36455,2131,582,1094,455,25388,29017,2704,0,0
2186,17,0,0,3,2,0,3,0,0,0,25720,1076,177,544,355,17213,19803,1090,0,0
2188,19,0,0,2,2,0,2,0,1,0,15091,897,128,670,99,11329,12730,1633,0,1
2189,27,0,0,5,2,1,3,0,2,0,14932,2119,820,1136,163,10346,12205,1198,2,0
2190,22,0,0,2,4,0,2,0,0,0,16842,850,213,478,159,12360,13935,1627,9,0
2191,17,0,0,3,0,0,1,0,0,0,8267,336,21,216,99,6214,6962,796,0,0
2199,200,0,6,1,3,0,71,13,4,0,1260,128,0,31,97,1173,1218,187,0,0
2210,437,0,28,10,11,10,172,26,40,11,2266,69,0,69,0,2078,2158,1110,0,1
2215,46,0,2,0,4,0,5,3,0,0,12384,4703,371,4117,215,8466,11911,3650,52,0
2301,23,0,0,1,3,0,3,0,0,0,59589,12856,5149,6651,1056,38003,45532,3805,64,0
2302,11,0,0,1,1,0,0,0,0,0,33481,4089,1441,2243,405,22392,26439,1783,22,1
2322,53,0,0,8,3,5,4,2,8,3,4476,325,12,278,35,3429,3774,269,28,0
2324,22,0,0,4,1,0,3,0,0,0,22571,1890,517,1230,143,14942,18225,1177,0,0
2330,17,0,0,3,2,0,1,0,0,0,11557,389,73,174,142,8389,9550,663,32,0
2332,23,0,1,2,2,0,4,1,1,0,15366,611,142,345,124,10161,11844,390,14,0
2333,17,0,0,3,1,0,2,0,0,0,14092,426,105,203,118,9924,11459,965,0,0
2338,14,0,0,4,1,0,1,0,0,0,7716,269,0,166,103,5384,6426,331,0,0
2339,45,0,1,5,3,1,6,1,1,0,14184,502,59,390,53,9496,10781,646,0,0
2341,17,0,0,4,0,1,2,0,0,0,10454,342,56,240,46,7188,8615,524,36,0
2343,24,0,0,3,1,1,1,0,1,1,10630,850,254,544,52,8038,9081,681,0,1
2346,23,0,0,4,2,0,3,0,0,0,23554,1835,744,851,240,17151,19410,1597,29,0
2347,26,0,0,4,2,0,4,1,1,0,11111,482,88,292,102,7886,8990,621,0,1
2351,21,0,0,3,1,0,2,0,0,0,16112,513,98,347,68,11188,13329,1037,14,0
2356,26,0,1,3,3,0,3,1,0,0,11650,434,114,220,100,8073,9187,675,8,0
2357,49,0,0,0,0,0,0,0,16,0,61,33,0,33,0,61,61,35,7,0
2359,29,0,0,5,1,1,3,0,1,0,18165,733,284,373,76,12284,14599,894,0,0
2360,27,0,1,3,3,0,4,1,0,0,56210,3486,904,2083,499,40555,46590,3521,37,0
2364,30,0,1,4,2,0,3,0,1,0,12881,860,175,457,228,8720,10348,543,0,0
2367,23,0,0,5,2,1,2,0,1,0,2913,102,15,77,10,2179,2422,138,0,0
2368,18,0,0,1,2,0,1,0,1,0,33476,3878,1337,1966,575,23938,28010,2886,140,0
2370,26,0,0,4,1,1,3,0,2,0,17535,1227,372,683,172,12697,14164,1610,37,1
2375,40,0,2,5,2,2,6,1,2,1,10029,385,139,172,74,6820,7937,477,0,0
2379,53,0,0,8,3,4,5,1,4,3,6857,321,27,233,61,4739,5710,430,0,0
2382,16,0,0,2,0,1,1,0,0,0,14757,1061,364,542,155,9932,11837,1200,6,0
2420,35,0,1,1,5,0,10,1,0,0,14074,376,59,244,73,9598,11073,360,7,1
2421,29,0,1,1,4,0,10,1,1,0,18481,772,159,466,147,12651,14166,671,15,0
2445,23,0,1,0,4,0,5,1,0,0,20795,2388,375,1779,234,14075,16741,2936,30,1
2446,26,0,1,0,6,0,4,2,0,0,28993,4316,370,3524,422,20662,25192,6191,51,0
2451,71,0,5,3,6,1,18,2,3,0,18105,1382,295,976,111,14051,15549,2363,0,0
2452,39,0,2,3,4,0,7,1,1,0,11468,886,65,719,102,9114,9913,1440,10,0
2453,33,0,1,3,3,2,4,1,1,0,25996,3261,600,2249,412,19136,22285,4563,11,1
2458,39,0,2,3,5,0,10,2,1,0,12801,569,93,293,183,9022,10168,1384,45,1
2459,42,0,2,1,6,0,11,2,1,0,17153,877,298,402,177,12283,13373,1034,23,0
2460,26,0,1,2,2,0,6,0,0,0,10125,506,115,315,76,6852,7830,749,8,0
2461,36,0,2,1,5,0,7,1,0,0,7267,145,51,79,15,5135,5803,481,23,0
2462,87,0,0,1,38,0,26,4,1,0,1305,69,0,29,40,1012,1100,37,0,1
2464,86,0,4,4,11,0,19,3,4,0,3048,171,33,122,16,2400,2573,482,24,0
2465,27,0,1,2,3,0,5,0,1,0,11700,334,89,163,82,8214,9084,610,21,0
2466,38,0,3,2,4,0,11,2,2,0,7145,401,68,241,92,4985,5507,427,0,1
2467,35,0,1,0,5,0,5,2,0,0,14734,871,130,592,149,10309,11590,1274,6,0
2468,18,0,0,1,3,0,5,1,0,0,5405,65,0,59,6,3732,4237,111,0,0
2472,30,0,2,3,3,1,5,1,0,0,33670,2800,571,1808,421,25980,28702,5494,47,0
2474,17,0,0,1,2,0,3,0,0,0,27838,1254,128,786,340,20526,22536,3518,25,0
2476,25,0,1,2,4,0,4,1,0,0,16299,998,170,447,381,12305,13295,1624,8,0
2478,23,0,1,2,3,0,5,0,0,0,25268,1259,398,672,189,17629,19708,1833,40,0
2481,50,0,1,1,9,0,21,3,1,0,14307,469,187,236,46,8973,10009,406,0,0
2482,42,0,1,1,4,0,13,1,1,0,10222,333,49,241,43,6956,7742,460,8,0
2492,27,0,1,2,4,0,6,1,0,0,19572,608,180,205,223,13088,14900,361,0,0
2493,29,0,1,2,4,0,9,1,1,0,11205,589,209,286,94,7222,8152,318,21,0
2494,71,0,5,4,6,2,23,4,4,0,9722,417,56,298,63,6439,7465,666,0,0
2532,25,0,1,3,2,0,3,1,0,0,12040,1068,359,491,218,8958,10134,1374,14,0
2534,74,0,7,12,4,5,7,2,2,2,938,96,0,70,26,772,881,171,0,0
2535,29,0,0,3,1,1,1,2,0,0,1805,299,56,223,20,1323,1484,82,0,0
2536,19,0,0,3,0,0,2,0,0,0,19189,1237,405,706,126,14458,16262,1427,18,0
2537,18,0,0,3,1,0,3,1,0,0,6211,297,109,133,55,4559,4950,403,0,0
2538,35,0,0,4,1,0,2,0,0,0,3228,283,65,196,22,2229,2664,309,11,0
2539,79,0,4,16,2,1,6,4,1,2,4205,231,48,174,9,3105,3731,389,0,1
2540,66,0,4,3,11,0,11,2,0,0,8306,611,73,359,179,6517,7156,471,43,0
2542,15,0,0,0,0,0,7,0,2,0,696,51,34,17,0,353,438,17,0,0
2543,49,0,8,3,4,0,7,0,0,0,935,119,9,85,25,638,782,75,11,0
2553,200,8,0,26,8,34,17,0,0,8,115,0,0,0,0,64,115,0,0,0
2554,91,0,3,25,3,1,7,5,0,1,10295,1040,372,587,81,7540,8388,1292,32,0
2556,41,0,1,6,4,1,5,3,0,0,2536,97,13,51,33,2125,2265,129,0,1
2557,50,0,1,9,2,1,3,5,0,2,4591,560,277,93,190,3374,3544,402,0,0
2558,26,0,0,4,0,0,0,1,0,1,1203,285,112,160,13,870,1129,145,0,0
2559,26,0,0,2,1,2,3,2,1,0,4243,189,67,122,0,3225,3753,292,0,1
2561,83,0,0,25,6,6,2,0,0,4,479,198,73,92,33,349,438,75,33,0
2562,28,0,0,5,1,0,7,1,1,1,3158,329,75,171,83,2433,2781,245,9,0
2563,40,0,1,6,4,0,5,1,1,0,9301,502,132,311,59,6901,7868,577,26,0
2564,76,0,12,20,0,0,8,4,0,0,250,43,0,30,13,200,225,24,0,1
2568,91,0,5,14,6,1,9,5,1,2,4058,423,118,265,40,2963,3442,530,0,1
2571,32,0,1,2,4,2,2,0,1,0,10412,1200,514,591,95,7452,8437,891,0,0
2575,39,0,2,11,3,0,3,1,0,0,2273,29,0,26,3,1822,1988,236,0,0
2576,17,0,0,2,0,1,2,1,1,1,5205,349,54,240,55,3617,4153,353,19,0
2584,5600,0,100,2700,200,0,200,200,0,100,10,0,0,0,0,10,10,0,0,0
2601,85,0,3,6,11,1,9,2,2,1,14351,2752,742,1728,282,9948,12261,1524,76,1
2630,41,0,2,3,3,0,10,0,0,0,2294,491,203,258,30,1712,1863,79,0,1
2631,31,0,1,7,2,0,3,1,0,0,9437,465,105,335,25,7349,8039,831,42,1
2632,27,0,0,6,2,0,4,1,0,0,10251,429,120,252,57,7796,8645,736,27,0
2633,63,1,2,4,3,1,7,3,0,0,3849,641,263,324,54,3034,3296,108,0,0
2635,25,0,1,6,2,0,4,2,0,0,3486,204,60,103,41,2645,3039,150,0,0
2637,80,0,8,24,0,8,0,0,0,0,125,0,0,0,0,103,103,12,0,0
2638,26,0,2,2,2,0,4,0,0,0,3479,370,150,149,71,2948,3116,100,0,0
2639,50,0,0,2,1,1,2,3,0,0,2435,201,20,128,53,2041,2177,228,0,0
2641,173,4,8,25,8,8,25,8,0,4,236,17,0,0,17,217,228,0,0,0
2642,21,0,0,4,0,0,1,0,0,1,4873,284,40,162,82,3997,4445,341,5,0
2643,2777,0,111,333,222,111,222,0,0,0,9,0,0,0,0,9,9,9,0,0
2644,16,0,0,3,1,0,2,0,0,0,4770,257,86,171,0,2957,3671,224,0,0
2645,29,0,0,7,3,0,1,0,0,0,9263,686,203,306,177,7022,8011,571,32,0
2646,61,0,4,4,1,0,5,3,0,2,1851,145,18,68,59,1523,1702,145,0,0
2647,88,0,17,5,11,0,17,0,0,0,169,0,0,0,0,150,150,9,0,0
2648,29,0,0,7,2,0,4,1,0,0,6441,477,116,277,84,4975,5510,383,0,0
2649,31,0,1,5,2,0,3,1,1,0,13949,942,195,609,138,10785,12130,940,8,1
2650,29,0,1,3,3,0,3,0,0,0,1067,78,0,70,8,869,977,81,0,0
2651,2500,0,76,615,115,38,269,153,0,38,26,0,0,0,0,26,26,0,0,0
2652,83,6,2,19,1,2,1,2,0,0,781,53,18,35,0,645,650,136,0,0
2653,71,0,2,8,4,1,11,3,1,0,5827,442,69,232,141,4855,5245,478,0,0
2655,57,0,3,10,3,0,11,1,2,0,3454,162,0,154,8,2856,3095,178,0,1
2657,129,0,6,2,5,1,7,5,2,3,2953,391,30,229,132,2702,2782,399,0,1
2659,62,1,1,19,1,1,2,1,4,0,835,41,5,29,7,687,744,85,9,0
2660,36,0,1,6,3,1,3,1,0,0,6405,641,109,310,222,5256,5792,451,0,0
2663,175,0,0,16,0,0,8,8,0,0,120,0,0,0,0,108,108,0,0,0
2664,38,0,2,4,3,1,2,2,0,0,8934,868,209,456,203,6926,7640,879,0,1
2666,53,2,3,8,0,1,2,3,1,1,808,119,19,65,35,663,789,43,0,0
2667,47,0,2,7,3,0,2,1,0,0,3030,207,24,92,91,2497,2730,204,0,0
2668,32,1,1,6,1,1,5,1,1,0,2934,159,31,113,15,2228,2582,250,0,0
2669,127,3,3,7,3,0,35,3,3,0,251,0,0,0,0,206,213,51,0,0
2670,44,0,4,1,3,0,7,1,0,0,1325,178,60,70,48,1099,1223,106,0,1
2671,52,0,2,2,5,2,5,0,0,1,913,43,0,29,14,815,845,79,0,0
2672,38,0,0,7,0,0,0,7,3,0,257,0,0,0,0,171,248,26,0,0
2673,28,0,0,6,3,0,2,0,0,0,8525,488,64,350,74,6658,7393,693,0,0
2675,24,0,1,3,3,0,4,0,0,0,6383,458,32,240,186,5303,5674,353,0,1
2702,22,0,0,5,1,1,2,1,0,1,4519,149,19,108,22,3198,3591,232,0,0
2703,21,0,0,2,3,1,2,0,0,0,43589,4541,1557,2521,463,29827,34571,3427,42,0
2713,200,0,25,0,0,0,0,50,0,50,40,2,0,0,2,36,40,4,0,0
2715,18,0,0,4,1,0,1,0,0,1,3622,230,43,130,57,2458,2718,114,0,1
2717,21,0,0,4,0,2,1,0,1,0,4440,220,66,84,70,3227,3618,284,9,0
2718,17,0,0,3,1,0,0,0,1,1,6524,367,26,263,78,4688,5600,543,0,0
2719,24,0,0,3,2,0,3,0,0,0,15695,1469,290,909,270,11701,13038,1227,0,1
2720,26,0,0,1,6,1,4,1,1,0,29722,5953,1750,3774,429,20830,24725,3047,28,0
2721,22,0,0,1,3,1,1,1,0,0,25476,6021,1890,3541,590,17695,20589,2082,55,1
2723,17,0,0,2,1,1,1,0,0,0,14153,3491,1222,1944,325,9708,11237,1447,34,1
2724,12,0,0,1,1,1,1,0,0,0,17529,3809,1136,2140,533,12461,14538,1374,59,1
2725,28,0,1,1,3,1,4,0,1,0,2188,234,64,136,34,1827,1955,152,0,0
2726,17,0,0,2,1,0,2,0,0,0,15831,1080,209,610,261,11742,13269,910,0,1
2738,30,0,2,4,2,1,7,0,1,0,4876,283,41,134,108,3507,3909,197,0,0
2739,31,0,1,4,2,1,6,1,1,0,6216,276,38,173,65,4450,5137,466,0,0
2740,22,1,0,1,3,0,4,0,1,0,42399,9997,3076,5627,1294,28368,33892,3271,14,0
2743,15,0,0,3,1,0,0,0,0,0,10302,461,33,281,147,7591,8830,595,0,1
2744,15,0,0,1,0,1,1,0,0,0,11183,3172,1052,1791,329,7559,8950,935,0,0
2745,21,0,0,2,2,2,2,0,1,0,23927,3188,901,1935,352,17223,19671,2277,76,0
2746,19,0,0,1,0,0,1,0,0,0,15341,5531,2281,2874,376,10006,11595,1290,24,1
2747,37,0,1,4,5,1,4,1,0,0,17519,1373,266,678,429,12807,14694,831,18,0
2748,19,0,0,3,1,0,1,0,0,0,11733,887,202,385,300,8981,10014,626,25,0
2760,26,0,0,3,1,1,3,1,0,0,26986,1772,499,1127,146,17938,21150,2245,16,0
2762,36,0,0,4,3,2,5,2,2,1,8892,318,40,166,112,6478,7243,587,0,0
2763,70,0,3,8,3,12,7,2,6,0,1806,30,0,21,9,1310,1520,222,0,0
2764,20,0,0,4,3,1,2,0,1,0,3649,51,0,33,18,2680,3116,270,0,0
2766,22,0,1,3,2,1,2,0,1,0,17541,1093,146,784,163,12020,14188,966,9,0
2767,38,0,1,4,3,0,4,1,2,1,13713,1013,373,580,60,9640,10954,614,0,0
2769,22,0,1,5,1,0,1,0,1,0,11872,326,58,203,65,8011,9677,588,16,1
2770,17,0,0,5,1,0,2,0,0,0,5219,235,122,84,29,3536,4161,144,0,1
2771,37,0,1,4,2,1,3,0,2,1,14653,864,237,489,138,10890,12147,883,0,1
2777,28,0,1,3,2,0,3,0,0,0,15942,873,235,491,147,12097,13380,955,0,0
2779,13,0,0,5,0,0,0,0,0,0,6578,301,33,223,45,4465,5235,581,45,0
2780,21,0,0,1,2,0,2,0,1,0,49237,6624,1837,3822,965,34849,39964,3600,75,0
2790,24,0,0,6,1,1,2,0,0,0,15701,691,110,325,256,11484,13245,938,1,0
2791,28,3,3,0,0,0,7,3,0,0,284,62,33,29,0,251,251,8,0,0
2802,10,0,0,0,0,0,2,0,0,0,1078,36,0,36,0,628,860,85,0,0
2804,37,0,0,11,1,4,3,0,0,0,2026,137,24,98,15,1494,1780,221,0,0
2806,21,0,1,2,2,0,4,0,0,0,16291,375,43,189,143,11251,12525,606,0,0
2807,214,1,11,37,2,6,5,13,0,3,882,71,20,37,14,756,825,103,0,0
2808,10,0,0,1,0,0,0,0,0,0,2296,121,17,87,17,1586,1879,112,0,0
2809,28,0,0,4,2,2,2,1,1,0,19183,1699,249,1140,310,14543,16361,1618,36,1
2812,14,0,1,5,0,0,0,0,2,0,1424,24,0,13,11,885,1073,14,0,0
2813,24,0,1,5,2,0,2,1,0,0,7776,623,187,340,96,5815,6553,522,0,0
2814,20,0,0,5,1,0,1,0,0,1,7545,347,86,243,18,5544,6280,426,32,0
2815,16,0,0,16,0,0,0,0,0,0,183,18,0,18,0,146,146,35,0,0
2816,17,0,0,3,1,0,1,0,0,0,32129,2372,713,1334,325,22993,26655,2181,31,0
2817,25,0,0,4,2,1,3,0,1,0,6101,146,0,129,17,4128,4697,460,0,0
2818,37,0,1,2,6,0,8,1,2,0,18254,680,55,369,256,13122,14741,1427,0,0
2822,23,0,0,5,1,1,2,0,1,0,6401,754,118,586,50,4414,5407,459,12,0
2825,18,0,0,5,1,0,2,0,0,0,5243,237,41,125,71,3943,4542,292,21,0
2826,22,0,1,9,1,1,1,0,0,1,535,45,12,22,11,405,417,77,0,0
2827,11,0,0,5,0,0,0,0,0,0,2039,81,28,44,9,1556,1762,15,0,0
2828,30,0,1,4,3,1,5,0,1,0,7168,264,31,121,112,5418,6038,369,10,0
2830,19,0,0,5,1,0,1,0,0,0,5875,495,138,310,47,4301,4659,351,11,0
2831,20,0,0,6,1,0,1,0,1,0,3425,114,25,68,21,2490,2877,261,0,0
2832,15,0,1,4,1,1,0,0,0,0,4839,165,19,78,68,3440,3930,277,21,0
2833,19,0,1,7,1,1,1,1,0,0,775,138,44,53,41,678,714,39,0,0
2835,27,0,2,4,2,0,6,0,0,0,5462,356,138,201,17,4088,4571,272,0,1
2836,21,0,0,0,0,5,0,0,0,0,185,0,0,0,0,165,165,88,0,0
2837,31,1,2,7,1,0,4,0,0,0,3494,352,54,243,55,2698,3059,264,0,1
2838,12,0,0,1,1,0,0,0,0,0,3508,381,175,178,28,2272,2726,487,0,0
2839,9,0,1,1,0,1,0,0,1,0,1882,308,37,230,41,1344,1497,84,0,0
2840,49,0,3,2,3,1,7,2,1,1,21653,2876,612,1968,296,15819,18542,4432,99,0
2842,39,0,1,4,4,0,6,1,1,0,15771,1448,414,933,101,10832,12582,1369,45,0
2852,36,0,1,3,3,2,6,0,2,1,22115,1924,589,1159,176,15561,18160,1476,23,0
2857,18,0,0,3,1,0,2,0,0,0,9093,580,206,298,76,6742,7613,456,0,0
2858,15,0,0,6,3,0,1,0,1,0,650,86,0,86,0,436,535,0,0,0
2859,13,0,0,4,1,0,0,0,0,0,6761,895,306,527,62,4979,5617,500,16,0
2860,21,0,0,1,2,1,2,1,1,0,45888,11172,4027,6158,987,29881,36195,4241,207,1
2861,17,0,0,2,1,1,1,0,0,0,25080,2946,832,1751,363,18338,20549,2341,59,0
2863,11,0,0,1,1,1,0,0,0,0,18929,6196,2364,3495,337,10763,13759,1232,83,1
2864,22,0,0,3,2,0,2,1,1,0,33942,2389,738,1254,397,24586,27853,2129,29,0
2865,35,0,1,4,4,2,6,1,2,0,16716,1617,477,761,379,11850,13507,1009,0,0
2871,25,0,1,4,2,0,4,1,1,0,16821,1168,144,633,391,12340,13881,1103,19,1
2872,20,0,0,12,0,0,0,0,0,0,239,0,0,0,0,196,239,36,0,0
2873,19,0,0,9,0,0,3,0,0,0,315,24,0,24,0,286,286,104,0,0
2874,15,0,1,2,0,0,2,0,1,0,6152,271,33,207,31,4000,4727,531,93,1
2875,12,0,0,10,0,0,0,0,0,2,467,0,0,0,0,361,361,77,0,0
2876,160,0,4,20,8,20,28,8,12,4,250,32,0,32,0,181,232,51,0,0
2878,20,0,0,2,1,0,2,0,1,0,15744,1092,298,526,268,12097,13283,1157,12,0
2879,33,0,1,3,4,0,5,1,1,0,20793,1929,435,1252,242,14806,17357,1351,46,0
2881,39,0,3,1,2,1,3,0,0,0,2644,662,15,634,13,1461,2242,240,0,0
2882,29,0,1,2,3,0,3,2,1,0,13449,2410,30,2263,117,8677,12244,1523,116,0
2885,34,0,1,4,3,2,3,0,1,0,10310,1172,327,694,151,7746,8764,1205,0,0
2886,59,0,1,3,9,2,12,2,2,1,28328,2271,311,1360,600,21412,23905,2549,27,0
2888,33,0,0,3,3,1,5,1,2,0,19685,1321,185,869,267,14653,16559,1827,25,1
2889,14,0,0,2,1,0,1,0,0,0,27295,1839,404,1140,295,20367,22957,2105,0,1
2891,34,0,1,3,4,0,3,1,0,0,21086,2494,824,1345,325,15342,17584,1760,12,0
2892,25,0,0,7,1,1,2,0,1,0,4467,204,65,122,17,3351,3812,331,0,0
2893,18,0,0,2,1,0,2,0,0,0,29234,4690,1191,3119,380,21069,24261,3736,166,0
2894,16,0,0,1,2,0,1,0,0,1,854,79,0,44,35,478,671,23,0,0
2895,22,0,0,1,4,1,2,0,1,0,40538,10190,3674,5763,753,28199,32627,4055,109,0
2896,27,0,0,5,4,1,3,1,0,0,11679,353,46,156,151,8681,9735,686,0,0
2898,63,0,2,6,5,3,7,0,1,0,1316,15,0,15,0,907,1056,54,0,1
